#,Clubs,Points
1,Madura United FC,26
2,Borneo FC Samarinda,22
3,Rans Nusantara FC,22
4,PS Barito Putera,20
5,PSIS Semarang,18
6,PSM Makassar,18
7,Persib Bandung,18
8,Persebaya Surabaya,18
9,Persija Jakarta,17
10,Dewa United FC,17
11,Bali United FC,17
12,PSS Sleman,17
13,Persis Solo,15
14,Persik Kediri,12
15,Persita Tangerang,11
16,Arema FC,10
17,Persikabo 1973,9
18,Bhayangkara FC,6
