#,Clubs,Points
1,Dewa United FC,10
2,Persita Tangerang,9
3,Borneo FC Samarinda,7
4,PS Barito Putera,7
5,PSIS Semarang,7
6,PSM Makassar,7
7,Madura United FC,7
8,Rans Nusantara FC,7
9,Bali United FC,6
10,Persija Jakarta,5
11,Persebaya Surabaya,5
12,PSS Sleman,5
13,Persikabo 1973,4
14,Persis Solo,4
15,Persik Kediri,4
16,Persib Bandung,3
17,Arema FC,1
18,Bhayangkara FC,0
