#,Clubs,Points
1,PSIS Semarang,3
2,PS Barito Putera,3
3,Persebaya Surabaya,3
4,Rans Nusantara FC,3
5,Dewa United FC,3
6,PSS Sleman,3
7,Borneo FC Samarinda,1
8,Madura United FC,1
9,Persib Bandung,1
10,Persija Jakarta,1
11,Persik Kediri,1
12,PSM Makassar,1
13,Persis Solo,0
14,Persikabo 1973,0
15,Arema FC,0
16,Bali United FC,0
17,Bhayangkara FC,0
18,Persita Tangerang,0
