#,Clubs,Points
1,Rans Nusantara FC,6
2,Dewa United FC,6
3,Borneo FC Samarinda,4
4,PS Barito Putera,4
5,Madura United FC,4
6,Persebaya Surabaya,4
7,PSS Sleman,4
8,Persita Tangerang,3
9,PSIS Semarang,3
10,Persib Bandung,2
11,Persija Jakarta,2
12,Persis Solo,1
13,Arema FC,1
14,Persik Kediri,1
15,PSM Makassar,1
16,Persikabo 1973,1
17,Bhayangkara FC,0
18,Bali United FC,0
