#,Clubs,Points
1,Borneo FC Samarinda,28
2,Madura United FC,27
3,Persib Bandung,24
4,PSIS Semarang,24
5,Rans Nusantara FC,23
6,Persebaya Surabaya,22
7,Bali United FC,21
8,PS Barito Putera,21
9,Persija Jakarta,19
10,Persis Solo,19
11,PSM Makassar,18
12,Persik Kediri,18
13,Dewa United FC,18
14,PSS Sleman,18
15,Persita Tangerang,14
16,Arema FC,13
17,Persikabo 1973,9
18,Bhayangkara FC,6
