#,Clubs,Points
1,Madura United FC,19
2,PS Barito Putera,17
3,Borneo FC Samarinda,16
4,Rans Nusantara FC,16
5,PSS Sleman,15
6,PSIS Semarang,14
7,Bali United FC,14
8,Persebaya Surabaya,14
9,Persija Jakarta,13
10,Persis Solo,12
11,Dewa United FC,12
12,PSM Makassar,11
13,Persib Bandung,11
14,Persik Kediri,11
15,Persita Tangerang,10
16,Persikabo 1973,8
17,Bhayangkara FC,4
18,Arema FC,3
