#,Clubs,Points
1,Madura United FC,27
2,Borneo FC Samarinda,25
3,Rans Nusantara FC,22
4,Persib Bandung,21
5,PSIS Semarang,21
6,Persebaya Surabaya,21
7,PS Barito Putera,20
8,Persija Jakarta,18
9,PSM Makassar,18
10,Persis Solo,18
11,Bali United FC,18
12,PSS Sleman,18
13,Dewa United FC,17
14,Persik Kediri,15
15,Persita Tangerang,14
16,Arema FC,10
17,Persikabo 1973,9
18,Bhayangkara FC,6
