#,Clubs,Points
1,Madura United FC,16
2,Rans Nusantara FC,15
3,PS Barito Putera,14
4,PSIS Semarang,14
5,Bali United FC,14
6,Borneo FC Samarinda,13
7,Persija Jakarta,12
8,PSS Sleman,12
9,Persik Kediri,11
10,Dewa United FC,11
11,PSM Makassar,11
12,Persebaya Surabaya,11
13,Persita Tangerang,10
14,Persis Solo,9
15,Persikabo 1973,8
16,Persib Bandung,8
17,Bhayangkara FC,4
18,Arema FC,2
