#,Clubs,Points
1,Dewa United FC,10
2,Madura United FC,10
3,Persita Tangerang,10
4,Bali United FC,9
5,Persija Jakarta,8
6,Borneo FC Samarinda,8
7,PSIS Semarang,8
8,PSM Makassar,8
9,Rans Nusantara FC,8
10,PS Barito Putera,7
11,Persib Bandung,6
12,PSS Sleman,6
13,Persikabo 1973,5
14,Persebaya Surabaya,5
15,Persis Solo,5
16,Persik Kediri,4
17,Arema FC,2
18,Bhayangkara FC,1
