#,Clubs,Points
1,Borneo FC Samarinda,32
2,Madura United FC,30
3,Rans Nusantara FC,29
4,Persib Bandung,28
5,PSIS Semarang,27
6,Bali United FC,27
7,Dewa United FC,24
8,PS Barito Putera,23
9,Persebaya Surabaya,22
10,PSM Makassar,21
11,Persija Jakarta,20
12,Persik Kediri,20
13,Persis Solo,20
14,PSS Sleman,19
15,Persita Tangerang,18
16,Arema FC,13
17,Persikabo 1973,10
18,Bhayangkara FC,7
