#,Clubs,Points
1,Madura United FC,20
2,Borneo FC Samarinda,19
3,Bali United FC,17
4,PS Barito Putera,17
5,Rans Nusantara FC,16
6,PSS Sleman,16
7,PSIS Semarang,15
8,Dewa United FC,15
9,Persebaya Surabaya,15
10,PSM Makassar,14
11,Persib Bandung,14
12,Persija Jakarta,13
13,Persik Kediri,12
14,Persis Solo,12
15,Persita Tangerang,10
16,Persikabo 1973,8
17,Arema FC,6
18,Bhayangkara FC,5
