week,	day,	month,	year,	home,			hscore,	hmatch,	hpoint,	htotal,	away,			ascore,	amatch,	apoint,	atotal,	stadium, city
26,	27,	2,	2024,	PSS Sleman,		3,	13,	1,	31,	Persita Tangerang,	3,	13,	1,	28,	Manahan, Solo
26,	27,	2,	2024,	Persib Bandung,		3,	13,	3,	45,	PSIS Semarang,		0,	13,	0,	43,	Si Jalak Harupat, Bandung
26,	28,	2,	2024,	Persik Kediri,		3,	13,	3,	40,	PS Barito Putera,	1,	14,	0,	34,	Brawijaya, Kediri
26,	28,	2,	2024,	PSM Makassar,		0,	13,	1,	34,	Persebaya Surabaya,	0,	14,	1,	32,	Batakan, Balikpapan
26,	29,	2,	2024,	Bali United FC,		3,	14,	3,	45,	Persis Solo,		2,	14,	0,	32,	Kapten I Wayan Dipta, Gianyar
27,	1,	3,	2024,	Persikabo 1973,		0,	14,	0,	17,	Arema FC,		1,	13,	3,	30,	Sultan Agung, Bantul
27,	1,	3,	2024,	Bhayangkara FC,		3,	14,	3,	18,	Madura United FC,	2,	14,	0,	42,	STIK Jakarta, Jakarta Selatan
27,	2,	3,	2024,	Persita Tangerang,	0,	14,	0,	28,	Borneo FC Samarinda,	1,	13,	3,	63,	Indomilk Arena, Tangerang
27,	2,	3,	2024,	Persija Jakarta,	4,	14,	3,	35,	Dewa United FC,		1,	14,	0,	35,	Kapten I Wayan Dipta, Gianyar
27,	3,	3,	2024,	Persebaya Surabaya,	2,	13,	3,	35,	PSS Sleman,		1,	14,	0,	31,	Gelora Bung Tomo, Surabaya
27,	3,	3,	2024,	PSIS Semarang,		2,	14,	3,	46,	Persik Kediri,		1,	14,	0,	40,	dr. H. Moch. Soebroto, Magelang
27,	3,	3,	2024,	Rans Nusantara FC,	0,	14,	0,	33,	Persib Bandung,		4,	14,	3,	48,	Sultan Agung, Bantul
27,	4,	3,	2024,	PS Barito Putera,	4,	13,	3,	37,	Bali United FC,		3,	13,	0,	45,	Sultan Agung, Bantul
27,	4,	3,	2024,	Persis Solo,		1,	13,	3,	35,	PSM Makassar,		0,	14,	0,	34,	Kapten I Wayan Dipta, Gianyar
28,	6,	3,	2024,	Madura United FC,	3,	14,	3,	45,	Persita Tangerang,	2,	14,	0,	28,	Gelora Bangkalan, Bangkalan
28,	6,	3,	2024,	Arema FC,		0,	15,	1,	31,	Bhayangkara FC,		0,	14,	1,	19,	Kapten I Wayan Dipta, Gianyar
28,	7,	3,	2024,	Dewa United FC,		2,	14,	3,	38,	Persikabo 1973,		1,	14,	0,	17,	Indomilk Arena, Tangerang
28,	7,	3,	2024,	Borneo FC Samarinda,	2,	15,	3,	66,	Persebaya Surabaya,	1,	15,	0,	35,	Batakan, Balikpapan
28,	8,	3,	2024,	PSM Makassar,		2,	14,	3,	37,	PSS Sleman,		1,	15,	0,	31,	Batakan, Balikpapan
28,	8,	3,	2024,	Persik Kediri,		4,	14,	3,	43,	Rans Nusantara FC,	3,	14,	0,	33,	Brawijaya, Kediri
28,	8,	3,	2024,	Bali United FC,		2,	15,	3,	48,	PSIS Semarang,		0,	14,	0,	46,	Kapten I Wayan Dipta, Gianyar
28,	9,	3,	2024,	Persib Bandung,		2,	14,	3,	51,	Persija Jakarta,	1,	14,	0,	35,	Si Jalak Harupat, Bandung
28,	9,	3,	2024,	Persis Solo,		2,	14,	3,	38,	PS Barito Putera,	1,	15,	0,	37,	Manahan, Solo
#
#
#home total = total points (cumulative) earned in total for team in home column
